id,option_label_nl,option_label_en
opt-ongediertebestrijding-3301-2-enkele_muizen_ratten,Enkele muizen/ratten,Enkele muizen/ratten
opt-ongediertebestrijding-3301-2-grote_plaag,Grote plaag,Grote plaag
opt-ongediertebestrijding-3301-2-meerdere_nesten,Meerdere nesten,Meerdere nesten
opt-ongediertebestrijding-3302-1-dak_of_schoorsteen,Dak of schoorsteen,Dak of schoorsteen
opt-ongediertebestrijding-3302-1-in_de_spouwmuur,In de spouwmuur,In de spouwmuur
opt-ongediertebestrijding-3302-1-in_de_tuin,In de tuin,In de garden
opt-ongediertebestrijding-3302-1-in_huis,In huis,In huis
opt-ongediertebestrijding-3302-2-groot,Groot,Large
opt-ongediertebestrijding-3302-2-klein,Klein,Small
opt-ongediertebestrijding-3302-2-middel,Middel,Medium
opt-ongediertebestrijding-3302-2-weet_ik_niet,Weet ik niet,I do not know
opt-ongediertebestrijding-3303-1-badkamer,Badkamer,Badkamer
opt-ongediertebestrijding-3303-1-hele_woning_pand,Hele woning/pand,Hele woning/pand
opt-ongediertebestrijding-3303-1-keuken,Keuken,Keuken
opt-ongediertebestrijding-3303-2-af_en_toe,Af en toe,Af en toe
opt-ongediertebestrijding-3303-2-grote_plaag,Grote plaag,Grote plaag
opt-ongediertebestrijding-3303-2-regelmatig,Regelmatig,Regelmatig
opt-ongediertebestrijding-3304-1-hele_woning_pand,Hele woning/pand,Hele woning/pand
opt-ongediertebestrijding-3304-1-meerdere_slaapkamers,Meerdere slaapkamers,Meerdere slaapkamers
opt-ongediertebestrijding-3304-1-slaapkamer,Slaapkamer,Slaapkamer
opt-ongediertebestrijding-3304-2-13_maanden,1–3 maanden,1–3 maanden
opt-ongediertebestrijding-3304-2-langer_dan_3_maanden,Langer dan 3 maanden,Longer dan 3 maanden
opt-ongediertebestrijding-3304-2-minder_dan_1_maand,Minder dan 1 maand,Minder dan 1 maand
opt-ongediertebestrijding-3305-1-beide,Beide,Beide
opt-ongediertebestrijding-3305-1-binnen,Binnen,Indoor
opt-ongediertebestrijding-3305-1-buiten_tuin_terras,Buiten (tuin/terras),Outdoor (garden/terras)
opt-ongediertebestrijding-3305-2-groot_dagelijks,Groot (dagelijks),Large (dagelijks)
opt-ongediertebestrijding-3305-2-klein_af_en_toe,Klein (af en toe),Small (af en toe)
opt-ongediertebestrijding-3305-2-middel_regelmatig,Middel (regelmatig),Medium (regelmatig)
opt-ongediertebestrijding-3306-1-ander_soort,Ander soort,Ander soort
opt-ongediertebestrijding-3306-1-houtworm,Houtworm,Woodworm
opt-ongediertebestrijding-3306-1-motten,Motten,Motten
opt-ongediertebestrijding-3306-1-vlooien,Vlooien,Vlooien
opt-ongediertebestrijding-3306-2-beide,Beide,Beide
opt-ongediertebestrijding-3306-2-binnen,Binnen,Indoor
opt-ongediertebestrijding-3306-2-buiten,Buiten,Outdoor
opt-photos-no,Nee,No
opt-photos-yes,Ja,Yes
opt-ramen-3401-1-appartement,Appartement,Appartement
opt-ramen-3401-1-bedrijfspand,Bedrijfspand,Bedrijfspand
opt-ramen-3401-1-woning,Woning,Woning
opt-ramen-3401-2-aluminium,Aluminium,Aluminium
opt-ramen-3401-2-combinatie,Combinatie,Combinatie
opt-ramen-3401-2-hout,Hout,Wood
opt-ramen-3401-2-kunststof,Kunststof,Kunststof
opt-ramen-3401-3-12,1–2,1–2
opt-ramen-3401-3-35,3–5,3–5
opt-ramen-3401-3-610,6–10,6–10
opt-ramen-3401-3-meer_dan_10,Meer dan 10,Meer dan 10
opt-ramen-3402-1-anders,Anders,Other
opt-ramen-3402-1-beschadigd,Beschadigd,Damaged
opt-ramen-3402-1-betere_isolatie,Betere isolatie,Betere isolatie
opt-ramen-3402-1-verouderd,Verouderd,Outdated
opt-ramen-3402-2-anders,Anders,Other
opt-ramen-3402-2-dubbel_glas,Dubbel glas,Dubbel glas
opt-ramen-3402-2-hr_glas,HR++ glas,HR++ glas
opt-ramen-3402-2-triple_glas,Triple glas,Triple glas
opt-ramen-3402-3-ja,Ja,Yes
opt-ramen-3402-3-nee,Nee,No
opt-ramen-3403-1-anders,Anders,Other
opt-ramen-3403-1-condens_tussen_glas,Condens tussen glas,Condens tussen glas
opt-ramen-3403-1-glas_gebroken,Glas gebroken,Glas gebroken
opt-ramen-3403-1-kozijn_beschadigd,Kozijn beschadigd,Kozijn beschadigd
opt-ramen-3403-1-slecht_sluitend_raam,Slecht sluitend raam,Slecht sluitend raam
opt-ramen-3403-2-1,1,1
opt-ramen-3403-2-25,2–5,2–5
opt-ramen-3403-2-meer_dan_5,Meer dan 5,Meer dan 5
opt-ramen-3404-1-anders,Anders,Other
opt-ramen-3404-1-kozijnen_herstellen,Kozijnen herstellen,Kozijnen herstellen
opt-ramen-3404-1-nieuwe_beglazing,Nieuwe beglazing,Newe beglazing
opt-ramen-3404-1-schilderwerk_kozijnen,Schilderwerk kozijnen,Schilderwerk kozijnen
opt-ramen-3404-2-12,1–2,1–2
opt-ramen-3404-2-35,3–5,3–5
opt-ramen-3404-2-610,6–10,6–10
opt-ramen-3404-2-meer_dan_10,Meer dan 10,Meer dan 10
opt-renovatie-3501-1-alles,Alles,Alles
opt-renovatie-3501-1-badkamer,Badkamer,Badkamer
opt-renovatie-3501-1-keuken,Keuken,Keuken
opt-renovatie-3501-1-muren_plafonds,Muren/plafonds,Muren/plafonds
opt-renovatie-3501-1-vloeren,Vloeren,Vloeren
opt-renovatie-3501-2-appartement,Appartement,Appartement
opt-renovatie-3501-2-woning,Woning,Woning
opt-renovatie-3501-3-ja,Ja,Yes
opt-renovatie-3501-3-nee,Nee,No
opt-renovatie-3502-1-douche_bad,Douche/bad,Douche/bad
opt-renovatie-3502-1-sanitair,Sanitair,Sanitair
opt-renovatie-3502-1-tegels,Tegels,Tegels
opt-renovatie-3502-1-volledige_badkamer,Volledige badkamer,Complete badkamer
opt-renovatie-3502-2-groot_1020_m,Groot (10–20 m²),Large (10–20 m²)
opt-renovatie-3502-2-klein_tot_5_m,Klein (tot 5 m²),Small (tot 5 m²)
opt-renovatie-3502-2-middel_510_m,Middel (5–10 m²),Medium (5–10 m²)
opt-renovatie-3502-2-zeer_groot_20_m,Zeer groot (20+ m²),Very large (20+ m²)
opt-renovatie-3502-3-ja,Ja,Yes
opt-renovatie-3502-3-nee,Nee,No
opt-renovatie-3503-1-apparatuur,Apparatuur,Apparatuur
opt-renovatie-3503-1-complete_keuken,Complete keuken,Complete keuken
opt-renovatie-3503-1-keukenblad,Keukenblad,Keukenblad
opt-renovatie-3503-1-keukenkasten_deuren,Keukenkasten/deuren,Keukenkasten/deuren
opt-renovatie-3503-2-ja,Ja,Yes
opt-renovatie-3503-2-nee,Nee,No
opt-renovatie-3503-2-weet_ik_nog_niet,Weet ik nog niet,I do not know yet
opt-renovatie-3504-1-anders,Anders,Other
opt-renovatie-3504-1-bekleden,Bekleden,Bekleden
opt-renovatie-3504-1-hervoegen,Hervoegen,Hervoegen
opt-renovatie-3504-1-isoleren,Isoleren,Isoleren
opt-renovatie-3504-1-reinigen,Reinigen,Reinigen
opt-renovatie-3504-2-groot_75150_m,Groot (75–150 m²),Large (75–150 m²)
opt-renovatie-3504-2-klein_tot_30_m,Klein (tot 30 m²),Small (tot 30 m²)
opt-renovatie-3504-2-middel_3075_m,Middel (30–75 m²),Medium (30–75 m²)
opt-renovatie-3504-2-zeer_groot_150_m,Zeer groot (150+ m²),Very large (150+ m²)
opt-renovatie-3505-1-anders,Anders,Other
opt-renovatie-3505-1-dak,Dak,Dak
opt-renovatie-3505-1-vloeren,Vloeren,Vloeren
opt-renovatie-3505-1-zolder,Zolder,Zolder
opt-renovatie-3505-2-groot,Groot,Large
opt-renovatie-3505-2-klein,Klein,Small
opt-renovatie-3505-2-middel,Middel,Medium
opt-request-type-business,Zakelijk,Business
opt-request-type-private,Particulier,Private individual
opt-schilderwerk-3601-1-badkamer,Badkamer,Badkamer
opt-schilderwerk-3601-1-hele_woning,Hele woning,Hele woning
opt-schilderwerk-3601-1-keuken,Keuken,Keuken
opt-schilderwerk-3601-1-slaapkamers,Slaapkamer(s),Slaapkamer(s)
opt-schilderwerk-3601-1-woonkamer,Woonkamer,Woonkamer
opt-schilderwerk-3601-2-alles,Alles,Alles
opt-schilderwerk-3601-2-kozijnen_deuren,Kozijnen/deuren,Kozijnen/deuren
opt-schilderwerk-3601-2-muren,Muren,Muren
opt-schilderwerk-3601-2-plafonds,Plafonds,Plafonds
opt-schilderwerk-3601-3-groot_50100_m,Groot (50–100 m²),Large (50-100 sqm)
opt-schilderwerk-3601-3-klein_tot_20_m,Klein (tot 20 m²),Small (up to 20 sqm)
opt-schilderwerk-3601-3-middel_2050_m,Middel (20–50 m²),Medium (20-50 sqm)
opt-schilderwerk-3601-3-zeer_groot_100_m,Zeer groot (100+ m²),Very large (100+ sqm)
opt-schilderwerk-3602-1-anders,Anders,Other
opt-schilderwerk-3602-1-dakgoten,Dakgoten,Dakgoten
opt-schilderwerk-3602-1-gevel,Gevel,Gevel
opt-schilderwerk-3602-1-kozijnen_deuren,Kozijnen/deuren,Kozijnen/deuren
opt-schilderwerk-3602-2-begane_grond,Begane grond,Begane grond
opt-schilderwerk-3602-2-hoger_dan_2_verdiepingen,Hoger dan 2 verdiepingen,Hoger dan 2 verdiepingen
opt-schilderwerk-3602-2-tot_2_verdiepingen,Tot 2 verdiepingen,Tot 2 verdiepingen
opt-schilderwerk-3602-3-ja,Ja,Yes
opt-schilderwerk-3602-3-nee,Nee,No
opt-schilderwerk-3602-3-weet_ik_niet,Weet ik niet,I do not know
opt-schilderwerk-3603-1-ander_meubel,Ander meubel,Ander meubel
opt-schilderwerk-3603-1-deuren,Deuren,Deuren
opt-schilderwerk-3603-1-kast,Kast,Kast
opt-schilderwerk-3603-1-trap,Trap,Trap
opt-schilderwerk-3603-2-1,1,1
opt-schilderwerk-3603-2-25,2–5,2–5
opt-schilderwerk-3603-2-meer_dan_5,Meer dan 5,Meer dan 5
opt-schilderwerk-3604-1-goed_alleen_opfrissen,"Goed, alleen opfrissen","Goed, alleen opfrissen"
opt-schilderwerk-3604-1-slecht_veel_beschadigingen,"Slecht, veel beschadigingen","Slecht, veel beschadigingen"
opt-schilderwerk-3604-1-verf_bladdert_af,Verf bladdert af,Verf bladdert af
opt-schilderwerk-3604-2-groot_3060_m,Groot (30–60 m²),Large (30-60 m²)
opt-schilderwerk-3604-2-klein_tot_10_m,Klein (tot 10 m²),Small (up to 10 sqm)
opt-schilderwerk-3604-2-middel_1030_m,Middel (10–30 m²),Medium (10-30 m²)
opt-schilderwerk-3604-2-zeer_groot_60_m,Zeer groot (60+ m²),Very large (60+ m²)
opt-schoonmaak-3701-1-anders,Anders,Other
opt-schoonmaak-3701-1-badkamer,Badkamer,Badkamer
opt-schoonmaak-3701-1-keuken,Keuken,Keuken
opt-schoonmaak-3701-1-ramen,Ramen,Ramen
opt-schoonmaak-3701-1-woning_volledig,Woning volledig,Woning volledig
opt-schoonmaak-3701-2-eenmalig,Eenmalig,One-time
opt-schoonmaak-3701-2-maandelijks,Maandelijks,Monthly
opt-schoonmaak-3701-2-tweewekelijks,Tweewekelijks,Tweewekelijks
opt-schoonmaak-3701-2-wekelijks,Wekelijks,Weekly
opt-schoonmaak-3702-1-anders,Anders,Other
opt-schoonmaak-3702-1-kantoor,Kantoor,Kantoor
opt-schoonmaak-3702-1-magazijn,Magazijn,Magazijn
opt-schoonmaak-3702-1-winkel,Winkel,Winkel
opt-schoonmaak-3702-2-groot_5001000_m,Groot (500–1000 m²),Large (500–1000 m²)
opt-schoonmaak-3702-2-klein_tot_100_m,Klein (tot 100 m²),Small (tot 100 m²)
opt-schoonmaak-3702-2-middel_100500_m,Middel (100–500 m²),Medium (100–500 m²)
opt-schoonmaak-3702-2-zeer_groot_1000_m,Zeer groot (1000+ m²),Very large (1000+ m²)
opt-schoonmaak-3702-3-dagelijks,Dagelijks,Dagelijks
opt-schoonmaak-3702-3-maandelijks,Maandelijks,Monthly
opt-schoonmaak-3702-3-wekelijks,Wekelijks,Weekly
opt-schoonmaak-3703-1-anders,Anders,Other
opt-schoonmaak-3703-1-renovatie,Renovatie,Renovatie
opt-schoonmaak-3703-1-verhuis,Verhuis,Verhuis
opt-schoonmaak-3703-1-voorjaarsschoonmaak,Voorjaarsschoonmaak,Voorjaarsschoonmaak
opt-schoonmaak-3703-2-anders,Anders,Other
opt-schoonmaak-3703-2-appartement,Appartement,Appartement
opt-schoonmaak-3703-2-huis,Huis,Huis
opt-schoonmaak-3703-2-kantoor_bedrijfspand,Kantoor/bedrijfspand,Kantoor/bedrijfspand
opt-schoonmaak-3704-1-anders,Anders,Other
opt-schoonmaak-3704-1-gevel___ramen_op_hoogte,Gevel / ramen op hoogte,Gevel / ramen op hoogte
opt-schoonmaak-3704-1-meubels,Meubels,Meubels
opt-schoonmaak-3704-1-tapijt,Tapijt,Tapijt
opt-schoonmaak-3704-1-vloer_steen_parket,Vloer (steen/parket),Vloer (steen/parket)
opt-schoonmaak-3704-2-groot_610,Groot (6–10),Large (6–10)
opt-schoonmaak-3704-2-klein_12_kamers_stukken,Klein (1–2 kamers/stukken),Small (1–2 kamers/stukken)
opt-schoonmaak-3704-2-middel_35,Middel (3–5),Medium (3–5)
opt-schoonmaak-3704-2-zeer_groot_10,Zeer groot (10+),Very large (10+)
opt-schrijnwerker-3801-1-anders,Anders,Other
opt-schrijnwerker-3801-1-deuren,Deuren,Deuren
opt-schrijnwerker-3801-1-plafonds___wanden,Plafonds / wanden,Plafonds / wanden
opt-schrijnwerker-3801-1-ramen,Ramen,Ramen
opt-schrijnwerker-3801-1-trappen,Trappen,Trappen
opt-schrijnwerker-3801-2-anders,Anders,Other
opt-schrijnwerker-3801-2-fineer,Fineer,Fineer
opt-schrijnwerker-3801-2-massief_hout,Massief hout,Massief hout
opt-schrijnwerker-3801-2-mdf,MDF,MDF
opt-schrijnwerker-3801-3-ja,Ja,Yes
opt-schrijnwerker-3801-3-nee,Nee,No
opt-schrijnwerker-3802-1-anders,Anders,Other
opt-schrijnwerker-3802-1-deuren,Deuren,Deuren
opt-schrijnwerker-3802-1-gevelbekleding,Gevelbekleding,Gevelbekleding
opt-schrijnwerker-3802-1-poorten,Poorten,Poorten
opt-schrijnwerker-3802-1-ramen,Ramen,Ramen
opt-schrijnwerker-3802-2-aluminium,Aluminium,Aluminium
opt-schrijnwerker-3802-2-combinatie,Combinatie,Combinatie
opt-schrijnwerker-3802-2-hout,Hout,Wood
opt-schrijnwerker-3802-2-kunststof,Kunststof,Kunststof
opt-schrijnwerker-3802-3-ja,Ja,Yes
opt-schrijnwerker-3802-3-nee,Nee,No
opt-schrijnwerker-3803-1-ander_meubel,Ander meubel,Ander meubel
opt-schrijnwerker-3803-1-bureau,Bureau,Bureau
opt-schrijnwerker-3803-1-kast_kledingkast_boekenkast_etc,"Kast (kledingkast, boekenkast, etc.)","Kast (kledingkast, boekenkast, etc.)"
opt-schrijnwerker-3803-1-tafel,Tafel,Tafel
opt-schrijnwerker-3803-2-anders,Anders,Other
opt-schrijnwerker-3803-2-badkamer,Badkamer,Badkamer
opt-schrijnwerker-3803-2-keuken,Keuken,Keuken
opt-schrijnwerker-3803-2-slaapkamer,Slaapkamer,Slaapkamer
opt-schrijnwerker-3803-2-woonkamer,Woonkamer,Woonkamer
opt-schrijnwerker-3804-1-anders,Anders,Other
opt-schrijnwerker-3804-1-deur_of_raam,Deur of raam,Deur of raam
opt-schrijnwerker-3804-1-meubel,Meubel,Meubel
opt-schrijnwerker-3804-1-trap,Trap,Trap
opt-schrijnwerker-3804-2-groot_bijna_volledig_vervangen,Groot (bijna volledig vervangen),Large (bijna volledig replace)
opt-schrijnwerker-3804-2-klein_enkele_onderdelen,Klein (enkele onderdelen),Small (enkele onderdelen)
opt-schrijnwerker-3804-2-middel_deel_vervangen,Middel (deel vervangen),Medium (deel replace)
opt-schuifraam-3901-1-anders,Anders,Other
opt-schuifraam-3901-1-keuken,Keuken,Keuken
opt-schuifraam-3901-1-slaapkamer,Slaapkamer,Slaapkamer
opt-schuifraam-3901-1-woonkamer,Woonkamer,Woonkamer
opt-schuifraam-3901-2-aluminium,Aluminium,Aluminium
opt-schuifraam-3901-2-anders,Anders,Other
opt-schuifraam-3901-2-hout,Hout,Wood
opt-schuifraam-3901-2-kunststof,Kunststof,Kunststof
opt-schuifraam-3901-3-groot_3_meter,Groot (3+ meter),Large (3+ meter)
opt-schuifraam-3901-3-klein_tot_2_meter_breed,Klein (tot 2 meter breed),Small (tot 2 meter breed)
opt-schuifraam-3901-3-middel_23_meter,Middel (2–3 meter),Medium (2–3 meter)
opt-schuifraam-3901-3-weet_ik_nog_niet,Weet ik nog niet,I do not know yet
opt-schuifraam-3902-1-anders,Anders,Other
opt-schuifraam-3902-1-beschadigd,Beschadigd,Damaged
opt-schuifraam-3902-1-slechte_isolatie,Slechte isolatie,Slechte isolatie
opt-schuifraam-3902-1-verouderd,Verouderd,Outdated
opt-schuifraam-3902-2-anders,Anders,Other
opt-schuifraam-3902-2-dubbel_glas,Dubbel glas,Dubbel glas
opt-schuifraam-3902-2-hr_glas,HR++ glas,HR++ glas
opt-schuifraam-3902-2-triple_glas,Triple glas,Triple glas
opt-schuifraam-3902-3-ja,Ja,Yes
opt-schuifraam-3902-3-nee,Nee,No
opt-schuifraam-3903-1-anders,Anders,Other
opt-schuifraam-3903-1-glas_gebroken,Glas gebroken,Glas gebroken
opt-schuifraam-3903-1-kozijn_beschadigd,Kozijn beschadigd,Kozijn beschadigd
opt-schuifraam-3903-1-raam_schuift_niet_goed,Raam schuift niet goed,Raam schuift niet goed
opt-schuifraam-3903-1-slecht_sluitend___tocht,Slecht sluitend / tocht,Slecht sluitend / tocht
opt-schuifraam-3903-2-05_jaar,0–5 jaar,0–5 jaar
opt-schuifraam-3903-2-1020_jaar,10–20 jaar,10–20 jaar
opt-schuifraam-3903-2-510_jaar,5–10 jaar,5–10 jaar
opt-schuifraam-3903-2-ouder_dan_20_jaar,Ouder dan 20 jaar,Oldr dan 20 jaar
opt-septische-regenwatertak-4001-1-regenwatertank,Regenwatertank,Rainwater tank
opt-septische-regenwatertak-4001-1-septische_tank,Septische tank,Septic tank
opt-septische-regenwatertak-4001-2-groot_5000_10000_liter,Groot (5.000–10.000 liter),"Large (5,000-10,000 liters)"
opt-septische-regenwatertak-4001-2-klein_tot_3000_liter,Klein (tot 3.000 liter),"Small (up to 3,000 liters)"
opt-septische-regenwatertak-4001-2-middel_3000_5000_liter,Middel (3.000–5.000 liter),"Medium (3,000-5,000 liters)"
opt-septische-regenwatertak-4001-2-zeer_groot_10000_liter,Zeer groot (10.000+ liter),"Very large (10,000+ liters)"
opt-septische-regenwatertak-4001-3-bovengronds,Bovengronds,Above ground
opt-septische-regenwatertak-4001-3-ondergronds,Ondergronds,Underground
opt-septische-regenwatertak-4002-1-regenwatertank,Regenwatertank,Rainwater tank
opt-septische-regenwatertak-4002-1-septische_tank,Septische tank,Septic tank
opt-septische-regenwatertak-4002-2-beschadigd,Beschadigd,Damaged
opt-septische-regenwatertak-4002-2-grotere_capaciteit_gewenst,Grotere capaciteit gewenst,Larger capacity desired
opt-septische-regenwatertak-4002-2-verouderd,Verouderd,Outdated
opt-septische-regenwatertak-4002-3-ja,Ja,Yes
opt-septische-regenwatertak-4002-3-nee,Nee,No
opt-septische-regenwatertak-4003-1-regenwatertank,Regenwatertank,Rainwater tank
opt-septische-regenwatertak-4003-1-septische_tank,Septische tank,Septic tank
opt-septische-regenwatertak-4003-2-inspecteren,Inspecteren,Inspect
opt-septische-regenwatertak-4003-2-leegpompen,Leegpompen,Pump out
opt-septische-regenwatertak-4003-2-onderhoudscontract,Onderhoudscontract,Maintenance contract
opt-septische-regenwatertak-4003-2-reinigen,Reinigen,Clean
opt-septische-regenwatertak-4004-1-anders,Anders,Other
opt-septische-regenwatertak-4004-1-kapotte_pomp_onderdelen,Kapotte pomp/onderdelen,Broken pump/parts
opt-septische-regenwatertak-4004-1-lekkage,Lekkage,Leakage
opt-septische-regenwatertak-4004-1-verstopping,Verstopping,Blockage
opt-septische-regenwatertak-4004-2-0_5_jaar,0–5 jaar,0-5 years
opt-septische-regenwatertak-4004-2-10_20_jaar,10–20 jaar,10-20 years
opt-septische-regenwatertak-4004-2-5_10_jaar,5–10 jaar,5-10 years
opt-septische-regenwatertak-4004-2-ouder_dan_20_jaar,Ouder dan 20 jaar,Older than 20 years
opt-serre-4101-1-klassieke_serre,Klassieke serre,Klassieke serre
opt-serre-4101-1-moderne_serre,Moderne serre,Moderne serre
opt-serre-4101-1-tuinkamer,Tuinkamer,Gardenkamer
opt-serre-4101-1-wintertuin,Wintertuin,Wintergarden
opt-serre-4101-2-aluminium,Aluminium,Aluminium
opt-serre-4101-2-combinatie,Combinatie,Combinatie
opt-serre-4101-2-hout,Hout,Wood
opt-serre-4101-2-pvc_kunststof,PVC/kunststof,PVC/kunststof
opt-serre-4101-3-groot_2040_m,Groot (20–40 m²),Large (20–40 m²)
opt-serre-4101-3-klein_tot_10_m,Klein (tot 10 m²),Small (up to 10 sqm)
opt-serre-4101-3-middel_1020_m,Middel (10–20 m²),Medium (10–20 m²)
opt-serre-4101-3-zeer_groot_40_m,Zeer groot (40+ m²),Very large (40+ m²)
opt-serre-4102-1-andere_stijl_gewenst,Andere stijl gewenst,Andere stijl gewenst
opt-serre-4102-1-beschadigd,Beschadigd,Damaged
opt-serre-4102-1-betere_isolatie,Betere isolatie,Betere isolatie
opt-serre-4102-1-verouderd,Verouderd,Outdated
opt-serre-4102-2-aluminium,Aluminium,Aluminium
opt-serre-4102-2-combinatie,Combinatie,Combinatie
opt-serre-4102-2-hout,Hout,Wood
opt-serre-4102-2-pvc_kunststof,PVC/kunststof,PVC/kunststof
opt-serre-4102-3-ja,Ja,Yes
opt-serre-4102-3-nee,Nee,No
opt-serre-4103-1-anders,Anders,Other
opt-serre-4103-1-constructie_herstellen,Constructie herstellen,Constructie herstellen
opt-serre-4103-1-dak_vernieuwen,Dak vernieuwen,Dak renovate
opt-serre-4103-1-glas_vervangen,Glas vervangen,Glas replace
opt-serre-4103-2-groot_2040_m,Groot (20–40 m²),Large (20–40 m²)
opt-serre-4103-2-klein_tot_10_m,Klein (tot 10 m²),Small (up to 10 sqm)
opt-serre-4103-2-middel_1020_m,Middel (10–20 m²),Medium (10–20 m²)
opt-serre-4103-2-zeer_groot_40_m,Zeer groot (40+ m²),Very large (40+ m²)
opt-stucadoor-4201-1-badkamer,Badkamer,Badkamer
opt-stucadoor-4201-1-keuken,Keuken,Keuken
opt-stucadoor-4201-1-meerdere_ruimtes,Meerdere ruimtes,Meerdere ruimtes
opt-stucadoor-4201-1-slaapkamers,Slaapkamer(s),Slaapkamer(s)
opt-stucadoor-4201-1-woonkamer,Woonkamer,Woonkamer
opt-stucadoor-4201-2-groot_50100_m,Groot (50–100 m²),Large (50-100 sqm)
opt-stucadoor-4201-2-klein_tot_20_m,Klein (tot 20 m²),Small (up to 20 sqm)
opt-stucadoor-4201-2-middel_2050_m,Middel (20–50 m²),Medium (20-50 sqm)
opt-stucadoor-4201-2-zeer_groot_100_m,Zeer groot (100+ m²),Very large (100+ sqm)
opt-stucadoor-4201-3-behangklaar,Behangklaar,Behangklaar
opt-stucadoor-4201-3-glad_stucwerk,Glad stucwerk,Glad stucwerk
opt-stucadoor-4201-3-schilderklaar,Schilderklaar,Schilderklaar
opt-stucadoor-4201-3-spachtelputz___sierpleister,Spachtelputz / sierpleister,Spachtelputz / sierpleister
opt-stucadoor-4202-1-anders,Anders,Other
opt-stucadoor-4202-1-deel_van_de_gevel,Deel van de gevel,Deel van de gevel
opt-stucadoor-4202-1-gehele_gevel,Gehele gevel,Gehele gevel
opt-stucadoor-4202-2-anders,Anders,Other
opt-stucadoor-4202-2-baksteen,Baksteen,Baksteen
opt-stucadoor-4202-2-beton,Beton,Beton
opt-stucadoor-4202-2-isolatieplaten,Isolatieplaten,Isolatiephave
opt-stucadoor-4202-3-ja,Ja,Yes
opt-stucadoor-4202-3-nee,Nee,No
opt-stucadoor-4203-1-100_m,100+ m²,100+ sqm
opt-stucadoor-4203-1-2050_m,20–50 m²,20-50 sqm
opt-stucadoor-4203-1-50100_m,50–100 m²,50-100 sqm
opt-stucadoor-4203-1-tot_20_m,Tot 20 m²,Tot 20 m²
opt-stucadoor-4203-2-glad,Glad,Glad
opt-stucadoor-4203-2-met_oude_afwerking_spack_sierpleister_etc,"Met oude afwerking (spack, sierpleister, etc.)","Met old afwerking (spack, sierpleister, etc.)"
opt-stucadoor-4203-2-oneffen,Oneffen,Oneffen
opt-stucadoor-4203-3-glad_schilderklaar,Glad (schilderklaar),Glad (schilderklaar)
opt-stucadoor-4203-3-spuitwerk_spack,Spuitwerk (spack),Spuitwerk (spack)
opt-stucadoor-4204-1-anders,Anders,Other
opt-stucadoor-4204-1-loslatend_stucwerk,Loslatend stucwerk,Loshaved stucwerk
opt-stucadoor-4204-1-scheuren_in_stucwerk,Scheuren in stucwerk,Scheuren in stucwerk
opt-stucadoor-4204-1-waterschade_herstellen,Waterschade herstellen,Waterschade herstellen
opt-stucadoor-4204-2-groot_gehele_muur_plafond,Groot (gehele muur/plafond),Large (gehele muur/plafond)
opt-stucadoor-4204-2-klein_enkele_plekken,Klein (enkele plekken),Small (enkele plekken)
opt-stucadoor-4204-2-middel_deel_van_muur_plafond,Middel (deel van muur/plafond),Medium (deel van muur/plafond)
opt-tegelzetter-4301-1-anders,Anders,Other
opt-tegelzetter-4301-1-badkamer,Badkamer,Badkamer
opt-tegelzetter-4301-1-keuken,Keuken,Keuken
opt-tegelzetter-4301-1-toilet,Toilet,Toilet
opt-tegelzetter-4301-2-groot_1530_m,Groot (15–30 m²),Large (15–30 m²)
opt-tegelzetter-4301-2-klein_tot_5_m,Klein (tot 5 m²),Small (tot 5 m²)
opt-tegelzetter-4301-2-middel_515_m,Middel (5–15 m²),Medium (5–15 m²)
opt-tegelzetter-4301-2-zeer_groot_30_m,Zeer groot (30+ m²),Very large (30+ m²)
opt-tegelzetter-4301-3-ja,Ja,Yes
opt-tegelzetter-4301-3-nee,Nee,No
opt-tegelzetter-4302-1-anders,Anders,Other
opt-tegelzetter-4302-1-badkamer,Badkamer,Badkamer
opt-tegelzetter-4302-1-hal___gang,Hal / gang,Hal / gang
opt-tegelzetter-4302-1-keuken,Keuken,Keuken
opt-tegelzetter-4302-1-woonkamer,Woonkamer,Woonkamer
opt-tegelzetter-4302-2-groot_3060_m,Groot (30–60 m²),Large (30-60 m²)
opt-tegelzetter-4302-2-klein_tot_10_m,Klein (tot 10 m²),Small (up to 10 sqm)
opt-tegelzetter-4302-2-middel_1030_m,Middel (10–30 m²),Medium (10-30 m²)
opt-tegelzetter-4302-2-zeer_groot_60_m,Zeer groot (60+ m²),Very large (60+ m²)
opt-tegelzetter-4302-3-ja,Ja,Yes
opt-tegelzetter-4302-3-nee,Nee,No
opt-tegelzetter-4303-1-alleen_badgedeelte,Alleen badgedeelte,Alleen badgedeelte
opt-tegelzetter-4303-1-alleen_douchegedeelte,Alleen douchegedeelte,Alleen douchegedeelte
opt-tegelzetter-4303-1-hele_badkamer_betegelen,Hele badkamer betegelen,Hele badkamer betegelen
opt-tegelzetter-4303-2-groot_1020_m,Groot (10–20 m²),Large (10–20 m²)
opt-tegelzetter-4303-2-klein_tot_5_m,Klein (tot 5 m²),Small (tot 5 m²)
opt-tegelzetter-4303-2-middel_510_m,Middel (5–10 m²),Medium (5–10 m²)
opt-tegelzetter-4303-2-zeer_groot_20_m,Zeer groot (20+ m²),Very large (20+ m²)
opt-tegelzetter-4303-3-ja,Ja,Yes
opt-tegelzetter-4303-3-nee,Nee,No
